Source,Target
Mukesh Rishi,Satish Shah
Alex Sharp,Frank Langella
Satish Shah,Smita Jaykar
Irfan Khan,Sanath Menon
Bindu,Madhuri Dixit
Amjad Khan,Helen
Raghuvir Yadav,Sheeba Chaddha
Gulshan Grover,Lilliput
Nora Fatehi,Sanjay Suri
Boman Irani,Zayed Khan
Amrita Rao,Vipin Sharma
Anoop Soni,Nana Patekar
Alyy Khan,Om Puri
Atharva,Prayaga Martin
Ranvir Shorey,Shahana Goswami
Gulnaaz Ansari,Komal Gawade
Shahid Kapoor,Surendra Pal
Rahul Bose,Ranvir Shorey
Amrish Puri,Iftekhar
Masood Akhtar,Sudhir Nema
Aditi Arya,Rahman
Harrison Ford,Julian McMahon
Hal Holbrook,Sally Field
Deepak Shirke,Meenakshi Dixit
Keeya Khanna,Varun Mehra
Abhishek Banerjee,Nushrat Bharucha
Angira Dhar,Supriya Pathak
Nandita Das,Siddharth
Anil Kapoor,Pramod Moutho
Divya Dutta,Prem Chopra
Anand Ingale,Chinmay Patwardhan
Ajay Devgn,Paresh Rawal
Padma Lakshmi,Seema Biswas
Munir Kabani,Namit Das
Anant Nag,Om Puri
Kay Kay Menon,Varun Bandola
Benedict Cumberbatch,Toby Kebbell
Anita Lukmance,Sudhi Koppa
Ashiqa Salvan,Ravindra Vijay
Chunky Pandey,Deepika Padukone
Mehak Manwani,Rajesh Sharma
Savita Bajaj,Siddharth Menon
Aparna Sharma,Arya Babbar
Jackie Shroff,Urmila Matondkar
Dibyendu Bhattacharya,Vijay Varma
Manisha Koirala,Sanjay Kapoor
G.V. Prakash Kumar,Sumesh
Keith Duffy,Sophie Stevens
Akshay Kumar,Archana Puran Singh
Alam Khan,Arun Kumar
Sanjay Dutt,Soni Razdan
Kunal Khemu,Navneet Nishan
Adil Hussain,Mahendra Rabha
Rasika Dugal,Vikas Kumar
Nandu,Sreekumar
Kishore Kadam,Sanjay Chaudhri
Ajay Devgn,Bipasha Basu
Priya,Ravi Babu
Ben Shenkman,Yahya Abdul-Mateen II
Atul Kulkarni,Mohan Agashe
Gargi Datar,Manjari Fadnis
Rahul Vohra,Vipin Sharma
Sreekumar,Vinay Forrt
Smita Tambe,Veena Jamkar
Sandeep Avchat,Trupti Toradmal
Govind Namdeo,Johny Lever
Happy Raikoti,Karamjit Anmol
Jitendra Joshi,Sonalee Kulkarni
Aman Uppal,Ekavali Khanna
Neena Gupta,Sanjay Dutt
Elena Kazan,Sharat Saxena
Manpreet Singh,Nirmal Rishi
Poonam Dhillon,Veer Rajwant Singh
Pooja Ramachandran,Pradeep Kalipurayath
Prasenjit Chatterjee,Tillotama Shome
S.M. Zaheer,Samiksha Singh
Juhi Chawla,Victor Banerjee
Pushtii Shakti,Suparna Marwah
Parambrata Chatterjee,Vikrant Massey
Gurvinder Brar,Razia Sukhvir
Anud Singh Dhaka,Neeraj Kabi
Anushka Sharma,Kavi Shastri
Abhinav Gomatam,Sushanth Reddy
Aashish Chaudhary,Shreyas Talpade
Ashutosh Rana,Natasha Rastogi
Asha Sachdev,Karisma Kapoor
Farhan Akhtar,Luke Kenny
Hussain Shaikh,Riteish Deshmukh
Ninad Kamat,Sheetal Thakur
Aneesha Shah,Neha Bam
Sharanya,Sruthi Hariharan
S.V. Krishna Shankar,Vijayaraghavan
Archit Deodhar,Kishore Kadam
Darsheel Safary,Tinnu Anand
Avinash Tiwary,Nakul Bhalla
Ameesha Patel,Deepika Padukone
Master Rohan,TVV Ramanujam
Kali Prasad Mukherjee,Nitin Reddy
Nikhil Dwivedi,Tushar Phulke
Channegowda,Singri Gowda
Catherine Tresa,Izabelle Leite
Kavin Dave,Samir Soni
Aditi Rao Hydari,John Abraham
Jogi,Vinay Pathak
Narendra Jetley,Tanuj Virwani
Pran,Raj Babbar
Deepak Sampat,Jhanvi Dwivedi
Deepak Jha,Komal Singh
Danish Husain,Paras Priyadarshan
Sudhir Chowdhary,Tusshar Kapoor
Ratna Pathak Shah,Yash Shashank Dholye
Boman Irani,Kiran Juneja
Saeed Jaffrey,Shabana Azmi
Javed Jaffrey,Rahul Bose
Hobby Dhaliwal,Simran Kaur Mundi
Deepak Dobriyal,Farhan Akhtar
Sijoy Varghese,Thanusree Ghosh
Salman Khan,Sushma Seth
Chris Gibbs,Ruby Barnhill
Revathi,Roger Narayanan
Hal Holbrook,Tommy Lee Jones
Sargun Mehta,Sonia Dhillon
Palash Sen,Tinnu Anand
Rajeev Gupta,Suhail Nayyar
Jesse Moss,Travis Nelson
Shah Rukh Khan,Smita Jaykar
Imran Khan,Ziyah Vastani
Kushal Punjabi,Vivek Oberoi
Alia Bhatt,Raj Bhansali
Poorna,Yogi Babu
Raza Murad,Suhasini Mulay
Saswata Chatterjee,Saurabh Shukla
Jackie Earle Haley,John Hawkes
Jesse Moss,Katrina Bowden
Ashok Samarth,Ravindra Mankani
Prateik,Rajendranath Zutshi
Mugdha Godse,Rajiv Gupta
Amin Hajee,Kay Kay Menon
Perizaad Zorabian,Rajpal Yadav
Helen,Pran
Alka Amin,Vinay Pathak
Anand Ingle,Sunil Tawde
Jordan Sandhu,Karamjit Anmol
Amrish Puri,Tiku Talsania
Jagathy Sreekumar,Mithra Kurian
Sudhir Nema,Swati Chitnis
Sonal Kaushal,Vinod Kulkarni
Natasha Doshi,Sunil Sukhada
Om Prakash,Sharmila Tagore
Abir Goswami,Tejaswini Kolhapure
Jonathan Holmes,Paul Moniz de Sa
Namit Das,Rahul Khanna
John Abraham,Kiron Kher
Amitabh Bachchan,Prakash Raj
Dino Morea,Smita Bansal
Abhijit Sinha,Nidhi Mahavan
G.V. Prakash Kumar,Kumaravel
Bhavna Chauhan,Priyanshu Chatterjee
Huma Qureshi,Tanveer Ghani
Jay,Sanath
Nikhil Chopra,Trimala Adhikari
Saif Ali Khan,Sonali Bendre
Amyra Dastur,Nirmal Rishi
Rii,Tillotama Shome
Anand Ingle,Hrishikesh Joshi
Kunal Kapoor,Vipin Sharma
Lal,Prabhas
Rajit Kapoor,Shernaz Patel
Makarand Deshpande,Sandeep Bose
Abhay Kulkarni,Mona Ambegaonkar
Suyog Rajendra Gorhe,Vidya Karanjikar
Rajeshwari Sachdev,Sandeep Bose
Danny Denzongpa,Namrata Shirodkar
Manoj Bajpayee,Rakul Preet Singh
R.V. Udhaykumar,Sapthagiri
Amitabh Bachchan,Jackie Shroff
Ashwath Bhatt,Rahul Khanna
Arshima Thapar,Ved Thappar
Prakash Raj,Shah Rukh Khan
Mahesh Manjrekar,Puneet Issar
Raj Jhinger,Shruti Sodhi
Chris Gibbs,Mark Rylance
Anita Devgan,Gippy Grewal
Guggu Gill,Sargun Mehta
Rahul Bhat,Siddhant Kapoor
Mamta Kulkarni,Rekha
Sudhir Pandey,Sushama Deshpande
Harsh Chhaya,Harsha Bhavsar
Athulya,Dhanesh Anand
Ashay Chitre,Esha Deol
Aditya Raj Sharma,Sonal Kaushal
Malaika Arora,Mallika Sherawat
Ajay Nagrath,Madhuri Bhatia
Bhagyashree Pandit,Rahul Vohra
Sobhita Dhulipala,Vipin Sharma
Mrunal Thakur,Nishant Bhavsar
Ashok Kumar,Keshto Mukherjee
Jennifer Winget,Kunal Kohli
Dalip Tahil,Ravi Baswani
Dhansika,Riythvika
Joey Camen,Roger L. Jackson
Gopalkrishna Deshpande,Sharanya
Soumitra Chatterjee,Surangana Banerjee
Anant Jog,Sudhanshu Pandey
Deepshikha,Esha Gupta
Sadashiv Amrapurkar,Saqib Saleem
Aleksandr Dyachenko,Vivaan Shah
Ankit Gera,Rushiraj Pawar
Anil Kapoor,Rajkummar Rao
Ashish Vidyarthi,Shakti Kapoor
Prakash Raj,Raj Premi
Manu Rishi Chadha,Monica Dogra
Anjali Patil,Manoj Bajpayee
Darshan Machamada,Gaurav Paswala
Kareena Kapoor,Lillete Dubey
Kunal Khemu,Pramod Moutho
Anil Nedumangad,Indrans
Om Puri,Siddharth
Alankrita Sahai,Ratna Pathak Shah
Vinay Pathak,Vinod Nagpal
Ashok Saraf,Kishor Mahabole
Arya Babbar,Navni Parihar
Mahesh Bhosale,Shantanu Gangane
Kiran Juneja,Shakti Kapoor
Kalidas Jayaram,Simran
Abhishek Bachchan,Vidya Balan
Kajol,Sana Saeed
Genelia D'Souza,Umesh Jagtap
Mac Mohan,Mehmood
Freddy Daruwala,Raj Babbar
Rupinder Roopi,Shavinder Mahal
Sachin Khedekar,Sagar Deshmukh
Havish,Rahman
Satish Pulekar,Vaibhav Mangale
Mallika Sherawat,Sunny Charles
Masood Akhtar,Radhika Menon
Bharati Achrekar,Divyendu Sharma
Saurabh Shukla,Vijay Raaz
Chinmayee Mandlekar,Shreiya Sabharwal
Sonal Joshi,Vinay Sharma
Mukul Dev,Vivek Rana
Arpita Banerjee,Chetan
Gaurav Chakrabarty,Tanusree Chakraborty
Anupam Kher,Parvin Dabas
Jaideep Ahlawat,Shubham Chintamani
Anil Kapoor,Sonali Bendre
Aarjav Trivedi,Prachi Shah
Rajpal Yadav,Seema Biswas
Anjali Abrol,Manoj Pahwa
Ashwanth Ashok Kumar,Samantha Ruth Prabhu
Radhika Apte,Usha Uthup
Rushiraj Pawar,Shresth Kumar
Gunjan Bakshi,Saurabh Shukla
Karamjit Anmol,Nisha Bano
Adah Sharma,Amin Hajee
Keshto Mukherjee,Rekha
Asif Basra,Manav Kaul
Manish Dayal,Om Puri
Aamir Khan,Jehan Manekshaw
Benjamin Gilani,Violante Placido
K.K. Raina,Saiyami Kher
Asha Sachdev,Isha Koppikar
Anusmiritu Sarkar,Kumud Mishra
Alia Bhatt,Shahid Kapoor
Amit Sial,Radhika Apte
Celina Jaitly,Sunil Shetty
Asit Kumar Sen,Paintal
Athiya Shetty,Karan Kundra
Daniel Bacon,Jemaine Clement
John Cleese,Michael Madsen
Gautmik,Ira Dubey
Biswajit Chakraborty,Prasenjit Chatterjee
Kamalika Guha Thakurta,Sahil Uppal
Irrfan Khan,Sharman Joshi
Sonalee Kulkarni,Vivek Oberoi
Alan Marriott,Brian Drummond
Abhishek Bachchan,Sanjay Mishra
Ashok Saraf,Raghavendra Kadkol
Noorin Gulamgaus,Saara Chaudry
Kiron Kher,Rishabh Chaddha
Chhaya Kadam,Sanjay Chaudhri
Aashi Rawal,Manmeet Singh
Ashwin Kaushal,Danny Denzongpa
Ankit Arora,Pushkar Goggiaa
Harby Sangha,Rana Ranbir
Prajakta Koli,Taaruk Raina
Gary Oldman,Harrison Ford
Juhi Chawla,Rinke Khanna
Anang Desai,Arjan Bajwa
Makarand Anaspure,Mohan Agashe
Ammy Virk,Tania
Bhagwan Tiwari,Yogendra Tikku
Mithun Chakraborty,Prem Chopra
Abhishek Saha,Kangana Ranaut
Satarupa Pyne,Vikram Sakhalkar
Deepti Lele,Manoj Kolhatkar
John Carroll Lynch,Yahya Abdul-Mateen II
Aradhana Srivastav,Shabana Azmi
Jitendra Joshi,Viineet Kumar
Gaurish Gawade,Jui Kahate
Farhan Akhtar,Purab Kohli
Devdutt Pattanaik,Rasika Dugal
Nithya Menon,Samantha Ruth Prabhu
Sheela Rajkumar,Vidhur Rajarajan
Poorna,Remya Nambeesan
June Maliah,Naseeruddin Shah
Kunal Kapoor,Mohnish Bahl
Aparajita Adhya,Surangana Banerjee
Madhavan,Santosh Juvekar
Mangesh Desai,Sandeep Khare
Shah Rukh Khan,Sudha Shivpuri
Kaustubh Kumar,Sapna Pabbi
Mita Vasisht,Saurabh Shukla
Jyotii Sethi,Namya Saxena
Boman Irani,Jim Sarbh
Anupam Kher,Neha Sharma
Geetika Tyagi,Mrinmayee Godbole
Aasha Pawar,Kitu Gidwani
Amrish Puri,Shabbir Khan
Hrithik Roshan,Sushant Singh
Ayesha Raza Mishra,Viineet Kumar
Jacqueline Fernandez,Kumud Mishra
Nirmal Rishi,Rahul Ram
Jhanvi Dwivedi,Vikrant Singh
Jordan Sandhu,Prince Kanwaljit Singh
Karamjit Anmol,Nirmal Rishi
Delzad Hiwale,Rajkummar Rao
Nirmal Rishi,Sharry Mann
Pavail Gulati,Purab Kohli
Javed Khan,Mac Mohan
Bharti Singh,Sunita Dhir
Meghanathan,Shalu
Darshan Jariwala,Saurabh Shukla
Anil Kapoor,Ileana D'Cruz
Isabelle Kaif,Saqib Saleem
Abhishek Bachchan,Bhoomika Chawla
Smiley Suri,Veerendra Saxena
Roshan Mathew,Vinayakan
Paoli Dam,Tripti Dimri
Bhanu Uday,Samrat Chakrabarti
Shah Rukh Khan,Zayed Khan
Shiv Pandit,Yuri Suri
Churni Ganguly,Shridhar Watsar
Bhagwan Tiwari,Bhuvan Arora
Kishore Kumar G.,Mithraboomi Saravanan
Anirudh Agarwal,Jackie Shroff
Pulkit Samrat,Satish Kaushik
Randhir,Sunil Dutt
Arav Chowdharry,Sanghmitra Hitaishi
Arjun Rampal,Koel Purie
Annu Kapoor,Kristina Akheeva
Hema Singh,Malavika Mohanan
Arjun Rampal,Kaizaad Kotwal
Anup Soni,Hitesh Bhojraj
Kajal Aggarwal,Kishore Kadam
Minissha Lamba,Ravi Jhankal
Jaswant Daman,Sidharth Shukla
Arya Babbar,Manoj Bajpayee
Sanjay Narvekar,Siddarth Jadhav
Madhuri Bhatia,Subhash Ghai
Mohan Kapoor,Rajendra Sethi
Amitabh Bachchan,Seema Biswas
Dhanush,Rajkiran
Anupam Kher,Nitish Pandey
Karan Vinayak,Yograj Singh
Rukhsar,Sanjay Dutt
Arun Joglekar,Veeni Paranjape Joglekar
Genelia D'souza,Narendra Jha
Brahmaji,Satya Dev
Huma Qureshi,Madhuri Dixit
Mahesh Manjrekar,Zarina Wahab
Amit Shah,Aria Pandya
Bharati Achrekar,Mallika Sherawat
Mime Gopi,Regina Cassandra
Ananya Kashyap,Radhika Narayan
Divya Rana,Shammi Kapoor
Joy Mathew,Valsala Menon
Jacqueline Fernandez,Tom Alter
Anamaya Verma,Ganesh Divekar
Raj Virk,Sukhjinder Shera
Bob Christo,Om Puri
Ali Mir,Kunal Kapoor
Radhika Apte,Tabu
Ashish Verma,Varun Dhawan
Mithun Chakraborty,Rohini Hattangadi
Akshay Oberoi,Saurabh Shukla
Navin Prabhakar,Om Puri
Avinash Tiwary,Kirti Kulhari
Anand Abhyankar,Vandana Gupte
Neeraj Vora,Tom Alter
Dalip Tahil,Javed Jaffrey
Akshay Kumar,Rakesh Chaturvedi Om
Atul Kulkarni,Meenakshi Sethi
Arun Bali,Tinnu Anand
Shantanu Gangane,Vitthal Kale
Nithyasri Goru,Subba Rao Vepada
Anjana Mumtaz,Deven Verma
Samyuktha Hegde,Suman
Aditi Rao Hydari,Inayat Verma
Digvijay Rohidas,Makrand Deshpande
Gulshan Grover,Rekha
Boman Irani,Kangana Ranaut
Prathamesh Parab,Rishabh Chaddha
Barbora Mudrochova,Paula Donner
Mithun Chakraborty,Shakti Kapoor
Arjun Das,Arul Vincent
Barkha Singh,Sunil Kumar
Atul Srivastava,Varun Mehra
Abhay Deol,Ameesha Patel
Boman Irani,Jimmy Shergill
Julian McMahon,Lucas Till
Karan Kundra,Rahul Dev
Ashish Vidyarthi,Tisca Chopra
Bobby Deol,Sucheta Khanna
K.K. Raina,Kangana Ranaut
Sushmita Mukherjee,Zeenat Aman
Danish Husain,Julian Sands
Raima Sen,Tusshar Kapoor
B.N. Sharma,Hobby Dhaliwal
Bhalchandra Kadam,Priyadarshan Jadhav
Anupam Kher,Lillete Dubey
Jemaine Clement,Ólafur Darri Ólafsson
Lata Sabharwal,Shahid Kapoor
Jagan,Vikram Prabhu
Prem Chopra,Sonia Sahni
Kangana Ranaut,Yogendra Tikku
Divya Dutta,Neena Gupta
Mona Ambegaonkar,Nushrat Bharucha
Alok Nath,Dilip Joshi
Ajay Nagrath,Mahima Chaudhry
Radhika Apte,Rajat Kapoor
Denzil Smith,Tanmay Dhanania
Nissar Khan,Usha Jadhav
Prarthana Behere,Vijay Maurya
Nassar,Sri Lakshmi
Kabir Sadanand,Rahul Bose
Jonathan Readwin,Waheeda Rehman
Boman Irani,Sanjay Mishra
Satya Dev,Suhas P
Maria Menado,Padmini
Suhail Nayyar,Yami Gautam
Chandramohan,Hema Malini
Fatima Sana Shaikh,Manav Kaul
Bharat Chawda,Deeksha Joshi
Johny Lever,Tinnu Anand
Gurinder Makna,Suvinder Vicky
Kay Kay Menon,Subrat Dutta
Isha Koppikar,Karisma Kapoor
Pran,Prem Chopra
Atul Srivastava,Keeya Khanna
Koel Purie,Shahana Goswami
Mrunmayee Deshpande,Vaibhav Mangale
Huma Qureshi,Rahul Bagga
Ankit Yadav,Jonathan Readwin
Harsh Sethi,Prince Kanwaljit Singh
Chandramohan,Raaj Kumar
Prabhjyot Singh,Suhail Nayyar
Nayan Shukla,Reem Shaikh
Isha Koppikar,Raghuvir Yadav
Anupama Parameswaran,Dulquer Salmaan
Kavin Dave,Sonam Kapoor
Mayur Khandge,Nandu Madhav
Veena Jamkar,Vrishasen Dabholkar
Jayakumar,Varalakshmi Sarathkumar
Amitabh Bachchan,David Abraham
Anushka Manchanda,Tannishtha Chatterjee
Rajendranath Zutshi,Rajneesh Duggal
Manoj Joshi,Om Puri
Dolly Bindra,Govind Namdeo
Neeraj Kabi,Sheeba Chaddha
Anindya Banerjee,Riddhi Sen
Hrishitaa Bhatt,Tinnu Anand
Ameesha Patel,Shiney Ahuja
Saiju Kurup,Tovino Thomas
Maanvi Gagroo,Rasika Dugal
Gulshan Grover,Suresh Oberoi
Kishore Kadam,Vrinda Gajendra
Adnan Shah,Anupam Shyam
Sakshi Gulati,Sumeet Nijhawan
Jitendra Shastri,Mukesh Chhabra
Abhishek Bachchan,Atul Kulkarni
Shivalati Bokil,Umesh Jagtap
Kapil Jhaveri,Vishal Malhotra
Anjan Srivastav,Ayesha Jhulka
Noorin Sha,Punit Pathak
Immaduddin Shah,Maya Tideman
Paoli Dam,Parambrata Chattopadhyay
Amitabh Bachchan,Vipin Sharma
Ashish Duggal,Shubh Ghumman
Kunal Khemu,Malay Chakrabarty
Asha Bhende,Mohan Joshi
Harsha Bhogle,Rimi Sen
Brijendra Kala,Siddharth Menon
Juhi Chawla,Puneet Issar
Akhilendra Mishra,Bharat Jadhav
Mukesh Tiwari,Yashpal Sharma
Kushalini Pulapa,Ravindra Vijay
Divya Unny,Kamil Shaikh
Aarav Khanna,Vishesh Tiwari
Navni Parihar,Nawazuddin Siddiqui
Mita Vashisht,Om Puri
Amrutha Naik,Deepak Rai Panaje
Keith Stevenson,Kunal Kapoor
Deepa Sahi,Raghuvir Yadav
Akhilendra Mishra,Neetu Singh
Kanchana Moitra,Pradip Mukherjee
Preity Zinta,Raghuvir Yadav
Indrajith,Jayasurya
David Kross,Tom Hiddleston
Om Kanojiya,Prasad
Anurag Arora,Vinod Sharawat
Ruhi Singh,Vikram Sakhalkar
Pavan Malhotra,Vishwas Kini
Guggu Gill,Sukhjinder Shera
Ketan Kava,Viraaj Modgill
Rohit Kokate,Suhas Joshi
Rajeev Siddhartha,Swati Semwal
Guggu Gill,Raj Virk
Shweta Tripathi,Vela Ramamoorthy
Talha Arshad Reshi,Vikas Kumar
Mona Ambegaonkar,Shray Rai Tiwari
Jeffrey Chee Eng Ho,Yogendra Tikku
Frank Langella,John Carroll Lynch
Aparshakti Khurana,Rajkummar Rao
Dimple Kapadia,Nana Patekar
Ayesha Singh,Rakesh Chaturvedi Om
Ajay Mishra,Rohit Mittal
Ajay Devgn,Mallika Sherawat
Anusmiritu Sarkar,Zakir Hussain
Elena Kazan,Naseeruddin Shah
Lisa Haydon,Yogendra Tikku
Boman Irani,Gilbert Montoya
Manikandan R. Achari,P. Balachandran
Savithri Sredharan,Soubin Shahir
Regina Cassandra,Srinivas Avasarala
Ali Fazal,Keith Stevenson
Anita Kanwar,Leela Naidu
Alencier Ley Lopez,Soubin Shahir
Rajesh Khattar,Soniya Mehra
Irrfan Khan,Shilpa Shetty
Pavan Malhotra,Raj Dhaliwal
Anson Paul,Tej Raj
Angad Bedi,Diljit Dosanjh
Tiku Talsania,Tinnu Anand
Girish Karnad,Sudha Shivpuri
Tillotama Shome,Vivek Gomber
Deepankar De,Rajat Ganguly
Ihana Dhillon,Vrajesh Hirjee
Gautham Vasudev Menon,Sai Pallavi
Ihana Dhillon,Yograj Singh
Jeyan Cherthala,Prakash Raj
Puru Rajkumar,Satish Kaushik
A.K. Hangal,Jaya Bhaduri
Bela Bose,Pratima Devi
Manoj Bajpayee,Pooja Chopra
Sathish,Vikram Prabhu
Mukesh Tiwari,Pankaj Tripathi
Anushka Shetty,Vikram
Sanchana Natarajan,Vinodhini
Kirti Kulhari,Sohum Shah
Hrithik Roshan,Sanjay Kapoor
Manav Kaul,Shubrajyoti Barat
Bhumi Pednekar,Konkona Sen Sharma
Aamir Bashir,Neelima Azim
Mohnish Bahl,Padmini Kolhapure
Nauheed Cyrusi,Yashpal Sharma
Natasha Rastogi,Swanand Kirkire
Saeed Jaffrey,Sreela Mazumdar
Meezaan Jaffrey,Sharmin Segal
Deepa Sahi,Farooq Shaikh
Ashish Vidyarthi,Bindu
Gulshan Grover,Mithun Chakraborty
Gautham Vasudev Menon,Prayaga Martin
Dilkhush,Vikas Kumar
Radhika Apte,Sharad Ponkshe
Kiearra Soni,Rishina Kandhari
Jacqueline Fernandez,Zakir Hussain
Asrani,Om Puri
Farhan Akhtar,Kalki Koechlin
Pardeep Sran,Rana Ranbir
Lalita Pawar,Ratnamala
Ekavali Khanna,Ravi Jhankal
Anshul Chauhan,Vasundhara Rajput
Gautami Kapoor,Ulka Gupta
Alok Chaturvedi,Radhika Apte
Neeru Bajwa,Shruti Sodhi
Anshuman Jha,Rajkummar Rao
Sampath Raj,Sana Althaf
Greeshma Sridhar,Sharanya
Randeep Hooda,Sanjay Dutt
Pardeep Sran,Rajvir Boparai
Imtiaz Ali,Pavan Malhotra
Darsheel Safary,Vipin Sharma
Rohit Saraf,Suhasini Mulay
Geetika Tyagi,Manish Chaudhary
Kamalika Guha Thakurta,Umang Jain
Naga Shourya,Pragathi
Amrita Rao,Anupam Kher
Aamir Khan,Farhan Akhtar
Adah Sharma,Sharat Saxena
Sharad Ponkshe,Smita Shewale
Ben Kingsley,Dhruv Ganesh
Neeraj Kabi,Shirin Sewani
Bindu,Boman Irani
Sushmita Mukherjee,Vrajesh Hirjee
Mallika Sherawat,Rahul Bose
Andrew Toth,Maya Kay
Rajit Kapoor,Saurabh Shukla
Satya Dev,Shruthi Haasan
Pramod Moutho,Sanjay Dutt
Karisma Kapoor,Kunal Khemu
Elena Kazan,Suparna Krishna
Kunaal Roy Kapur,Rahul Singh
Avika Gor,Mallika Sherawat
Johny Antony,Kalyani Priyadarshan
Dakota Goyo,Olga Fonda
Shakti Kapoor,Sitaram Panchal
Ajit Vachani,Rajeev Verma
Gerson Da Cunha,Umesh Mehra
Aaditi Pohankar,Smita Tambe
Madhuri Dixit,Mohnish Bahl
Chittaranjan Tripathi,Rajendra Sethi
Naseeruddin Shah,Shreyas Talpade
Mohnish Bahl,Zain Khan
Mahie Gill,Shardul Rana
Amitabh Bachchan,Sabyasachi Chakraborty
Arbaaz Khan,Johny Lever
Shilpa Shetty,Sohail Khan
Karisma Kapoor,Salman Khan
Jaideep Ahlawat,Kirti Kulhari
Avtar Gill,Tara Deshpande
Konkona Sen Sharma,Ritwik Bhaumik
Nikhil Dwivedi,Tusshar Kapoor
Anshuman Jha,Pooja Ruparel
Jasleen Singh,Zeel Thakkar
Naveen Kumar,Satya Dev
Abhimanyu Singh,Vikas Verma
Akarsh Khurana,Chaitanya Sharma
Ayaz Khan,Divyendu Sharma
Rose Rathod,Satyadeep Misra
Ravi Baswani,Sonali Bendre
Amber Heard,Josh Holloway
Celina Jaitly,Rimi Sen
Darshan Machamada,Niharica Raizada
Parveen Babi,Shabana Azmi
Manoj Bajpayee,Nana Patekar
Hrithik Roshan,Manoj Bajpayee
Debdut Ghosh,Dipankar Dey
Bobby Deol,Neil Nitin Mukesh
Indrans,Sasi Kalinga
Baby Maya,Master Rohan
Pitobash,Sanjay Mishra
Carolyn Bridget Kennedy,Jimmy Shergill
Makarand Deshpande,Prashantt Guptha
Nana Patekar,Vrajesh Hirjee
Ambarish Deshpande,Vibhawari Deshpande
Johnny Rose,Wally Wingert
Abuli Mamaji,Shilpa Mehta
Ileana D'Cruz,Rahul Dev
Kay Kay Menon,Shashank Arora
Govind Namdeo,Preity Zinta
Javed Jaffrey,Kay Kay Menon
Alencier Ley Lopez,Aparna Balamurali
Paras Arora,Sudheer Babu
Manoj Joshi,Tarun Khanna
Andrew Toth,Brian Dobson
Aamir Bashir,Sapna Bhavnani
Milind Gunaji,Nina Kulkarni
Anupam Kher,Mahavir Shah
Gautam Gulati,Veerendra Saxena
Mahesh Manjrekar,Sartaaj Kakkar
Mudessir Ahmed Khan,Shamim Basharat
Deepak Dobriyal,Vikas Verma
Bhavani Prakash,Shweta Pandit
Namit Das,Taranjit Kaur
Moushumi Chatterjee,Shabbir Khan
Pakoda Pandi,Satish Alekar
Ammy Virk,Hardeep Gill
Jimmy Shergill,Ugam Khetani
Kranti Redkar,Sahil Gilbile
B.N. Sharma,Praneet Bhatt
Tinnu Anand,Vir Das
Shreya Mehta,Trupti Khamkar
Gautham Vasudev Menon,Kalki Koechlin
Jaffer Idukki,Soubin Shahir
Pooja Bhatt,Ramya Krishnan
Ameesha Patel,Ranvir Shorey
Delhi Ganesh,Rythvika Suriya
Ehan Bhat,Lisa Ray
Suman,Vaibhav Reddy
Arjun Mathur,Benjamin Gilani
Gopal K. Singh,Prince Daniel
Arun Bali,Paresh Rawal
Kawa Ada,Soma Bhatia
Navni Parihar,Vivek Mishra
Charu Asopa,Rohit Bakshi
Aditi Rao Hydari,Danny Denzongpa
Girish Karnad,Vikram Inamdar
Mohan Agashe,Sanjay Mone
Rajender Sethi,Richa Chadda
Hardeep Gill,Surbhi Mahendru
Chittaranjan Tripathi,Paresh Rawal
Razak Khan,Sonali Bendre
Johnny Lever,Sanjay Mishra
Ayub Khan,Brij Gopal
Aftab Khan,Tejas Parvatkar
Shubhankar Atre,Vikas Kadam
Ayushmann Khurrana,Manoj Pahwa
Abhinav Gomatam,Simran Choudhary
Bindu,Naseeruddin Shah
Hema Malini,Zeenat Aman
Ahmed Khan,Rajat Kapoor
Lara Dutta,Veerendra Saxena
Tarun Mehta,Ved Thappar
B.N. Sharma,Poonam Rajput
Ben Diskin,Debi Derryberry
Isha Koppikar,Revathy
Karan Kundra,Pavan Malhotra
Anikie Maguire,Veerendra Saxena
Rishi Kapoor,Tinnu Anand
Radhika Apte,Rahul Bose
Divya Rana,Kiran Vairale
Rajiv Gupta,Soha Ali Khan
Indrani Mukherjee,Padma Khanna
Dina Pathak,Seema
Aman Attar,Veena Jamkar
Ashok Banthia,Ravi Khanwilkar
Kabir Sajid,Manav Vij
Alencier Ley Lopez,Chandini Sreedharan
Gayathrie,Ranjith
John Vijay,Manobala
Omkar Das Manikpuri,Shalini Vatsa
Dharmendra,Kristina Akheeva
Kiron Kher,Randhir Kapoor
Nina Kulkarni,Sandeep Khare
Aaditya Pratap Singh,Raghuvir Yadav
Sharanya,Vineeth Mohan
Shraddha Kapoor,Vaibhav Talwar
Dulquer Salmaan,Shine Tom Chacko
Reema Lagoo,Saadhika Randhawa
Abhishek Bachchan,Viju Khote
Javed Jaffrey,Sanjay Mishra
Inayat Verma,Jaideep Ahlawat
Amyra Dastur,Harish Khanna
Baby Gazala,Sahila Chaddha
Aamir Bashir,Mallika Sherawat
Manoj Joshi,Neha Uberoi
Johny Lever,Paresh Rawal
Govinda,Sharad Kapoor
Dimple Kapadia,Kunaal Roy Kapur
Manjot Singh,Shreya Mehta
Rajit Kapoor,Suhel Seth
Aahana Kumra,Yashwant Wasnik
